附件1：违法网站域名（13480个）,,,,
序号,网站名称,URL,网站IP地址,类别
6266,哈尔滨办证中心,http://www.jinbiao198484.com,173.224.218.141,假证
6267,济南办证,http://www.jinanbz001.com,173.252.195.172,假证
6268,南昌办证,http://www.jinan518.com,72.41.161.27,假证
6269,办文凭,http://www.jiaoyu007.com,69.195.102.85,假证
6270,无锡办证,http://www.jcbz888.com,210.245.215.74,假证
6271,宁波办证,http://www.jasonzeng.com,97.74.215.112,假证
6272,域名注册,http://www.info,173.201.216.38,假证
6273,广州办证,http://www.iebz.net,98.126.5.242,假证
6274,诚信办证网,http://www.hzcxbz88.com,49.247.252.22,假证
6275,中智教育,http://www.hzciic.net,174.139.26.37,假证
6276,杭州办证,http://www.hzbz999.com,184.105.241.205,假证
6277,青岛办证,http://www.hzbz2518.com,173.252.203.247,假证
6278,杭州办证,http://www.hzbz-18.com,173.254.208.231,假证
6279,杭州办证,http://www.hzbz029.com,173.252.203.246,假证
6280,杭州办证,http://www.hzbjz.com,173.193.18.235,假证
6281,益阳办证,http://www.hydafc.com,173.201.212.144,假证
6282,淄博办证,http://www.hybz88.com,74.82.177.142,假证
6283,天津刻章,http://www.hxjy123.com,216.24.200.130,假证
6284,华夏办文凭学历服务网,http://www.hxiawp.com,74.82.173.10,假证
6285,武汉办证,http://www.huazhong8.com,173.224.216.121,假证
6286,北京办证,http://www.huaxiaxl.com,216.24.195.138,假证
6287,上海办证,http://www.huapujiaoyu.net,72.52.119.243,假证
6288,杭州办证,http://www.hqbz188.cn,204.74.217.216,假证
6289,北京宏利来办证,http://www.honglilai001.com,74.117.62.111,假证
6290,成都办证,http://www.hongdabanzhengw.com,72.167.232.176,假证
6291,济南办证,http://www.hl888.org,50.6.165.197,假证
6292,北大青鸟教育网,http://www.hhdushu.com,74.220.207.156,假证
6293,上海办毕业证,http://www.hflgo.com,96.46.10.36,假证
6294,西安办证,http://www.hfjy06.com,50.6.240.135,假证
6295,合肥办证,http://www.hfjhzn.com,14.1.20.54,假证
6296,合肥办证,http://www.hfbzb.com,184.168.141.48,假证
6297,合肥办证,http://www.hfbz88.com,98.126.133.91,假证
6298,合肥办证,http://www.hfbanzhengw.com,173.252.203.250,假证
6299,合肥办证,http://www.hefeibanzheng.net,14.1.20.52,假证
6300,哈尔滨办证,http://www.hebcxbz188.com,113.10.187.4,假证
6301,天津办证,http://www.hdtjbz.com,180.210.206.92,假证
6302,杭州办证刻章,http://www.hbbzkz.com,204.74.217.216,假证
6303,大连办证,http://www.hbbzer.com,66.212.29.145,假证
6304,北京办证公司,http://www.haosmz.com,174.139.229.133,假证
6305,办学位证,http://www.haolailai.com,173.224.208.59,假证
6306,哈尔滨办证,http://www.haoie.cc,173.236.38.138,假证
6307,杭州办证,http://www.hangzhoubanzh.net,98.126.117.163,假证
6308,哈尔滨论坛,http://www.haerbin-bz.net,173.201.127.140,假证
6309,广州办证,http://www.gzkz78.com,50.6.246.181,假证
6310,专业办证刻章机构,http://www.gzjiexin.com,173.201.101.233,假证
6311,广州办证公司,http://www.gzbzgs.com,173.83.142.2,假证
6312,诚信办证公司,http://www.gzbz888.com,174.139.83.114,假证
6313,赣州办证,http://www.gzbz6.com,174.128.250.254,假证
6314,厦门办证,http://www.gz399.com,216.83.60.29,假证
6315,南宁办证,http://www.gxnnzj.com,178.63.23.103,假证
6316,国外文凭办理,http://www.gwwpbl.com,218.213.91.57,假证
6317,国辉学历,http://www.guohuijiaoyu.com,204.74.212.188,假证
6318,合肥办证,http://www.gongyixuankuang.com,173.224.208.105,假证
6319,青岛办证,http://www.gongnu580.cn,204.74.217.216,假证
6320,北京市办证,http://www.gobz8.com,174.139.83.114,假证
6321,上海办证,http://www.go1148.cn,204.74.218.248,假证
6322,上海办证,http://www.global12580.com,204.13.66.229,假证
6323,南京办证,http://www.gdszzbd.com,173.224.218.186,假证
6324,深圳办证公司,http://www.gdszbz001.com,173.252.203.248,假证
6325,上海办证,http://www.gaoping158.com,49.247.252.54,假证
6326,福州办证,http://www.fz168bz9.com,98.126.108.91,假证
6327,福州刻章,http://www.fuzhoukezhang.com,204.74.223.38,假证
6328,飞翔办证,http://www.flyjy.info,173.236.209.191,假证
6329,哈尔滨办证,http://www.fljheb.com,180.214.162.51,假证
6330,哈尔滨办证,http://www.flj999.com,98.126.40.170,假证
6331,北京好又快证件网,http://www.fastbanzheng.net,173.201.57.189,假证
6332,西安办证,http://www.eluminaz.com,113.28.85.45,假证
6333,飞鹏教育培训,http://www.edu89.com,98.126.58.242,假证
6334,合肥办证,http://www.dzpfc168.com,98.126.80.3,假证
6335,东南亚证件集团,http://www.dyzjw.com,173.201.90.17,假证
6336,东莞办证,http://www.dongguanbanzheng88.com,96.46.7.6,假证
6337,大连办证网,http://www.dlbzw8.com,180.214.162.51,假证
6338,大连理工大学自考文凭办理,http://www.dlbz5.com,173.201.230.56,假证
6339,苏州办证,http://www.dianjinwiremesh.com,180.178.37.51,假证
6340,成都办证,http://www.dbz2010.com,173.252.203.250,假证
6341,东南亚证件集团,http://www.dbwp.net,96.46.5.173,假证
6342,民办大学服务网,http://www.daxue-edu.net,174.37.178.210,假证
6343,大连办证,http://www.dalianf8.com,69.43.161.188,假证
6344,大连办证,http://www.dalianbanzheng8.com,173.224.216.90,假证
6345,大连办证,http://www.dalianbanzheng.info,184.168.192.20,假证
6346,办理真实毕业证,http://www.daibanwenping.org,173.192.188.108,假证
6347,昆明办证,http://www.cztqy.com,96.46.5.76,假证
6348,常州办证,http://www.czsep.com,74.82.186.50,假证
6349,诚信证件集团,http://www.cxzjjt.com,98.126.109.132,假证
6350,诚信教育服务中心,http://www.cxjy16888.com,216.24.200.45,假证
6351,诚信办证中心,http://www.cxbz998.com,72.18.195.164,假证
6352,上海办证,http://www.cxbz8.net,173.236.206.141,假证
6353,西安办证,http://www.cxbz001.com,66.160.134.177,假证
6354,长沙办证,http://www.cx235.com,203.174.55.42,假证
6355,长沙办证,http://www.cszhy.com,66.160.173.60,假证
6356,常熟办证,http://www.csbzw.com,96.46.8.61,假证
6357,长沙办证,http://www.csbz189.com,58.64.232.12,假证
6358,长沙办证,http://www.csbz118.com,64.78.168.99,假证
6359,长沙办证,http://www.csbz.org,96.44.141.197,假证
6360,长沙办证,http://www.csblzj.org,49.247.252.100,假证
6361,重庆办证,http://www.cqzjjcfj.com,173.254.208.238,假证
6362,重庆办证,http://www.cqzhgl.com,174.139.107.139,假证
6363,重庆办证,http://www.cqbzwang.com,72.167.232.176,假证
6364,重庆办证,http://www.cq-bzgs.com,72.167.232.176,假证
6365,重庆办证,http://www.cqbz18.com,96.44.170.114,假证
6366,重庆办证,http://www.cqbz100.com,72.167.232.176,假证
6367,绵阳办证,http://www.cq379.com,49.247.252.69,假证
6368,石家庄办证,http://www.cp9596.com,173.224.218.123,假证
6369,创新文凭学历服务,http://www.chxinwp.com,74.82.160.27,假证
6370,广州办证,http://www.chx198.com,67.215.252.232,假证
6371,楚才学历教育,"http://www.chucaiedu.tk ",173.252.198.144,假证
6372,重庆办证,http://www.chongqingbanzheng1.com,98.126.12.189,假证
6373,上海办证,http://www.chinatvet.com,67.212.166.146,假证
6374,嘉定办证刻章,http://www.chengxinbzgs.com,204.152.214.3,假证
6375,长春办证,http://www.chengxinbanzheng168.com,173.201.143.28,假证
6376,上海办证,http://www.chengxin188.com,72.18.195.161,假证
6377,成都办证,http://www.chengdubanzheng.org,70.39.99.6,假证
6378,长春办证,http://www.changchunzs.com,64.78.169.109,假证
6379,长春办证,http://www.changchunbz.net,96.46.8.163,假证
6380,长春办证,http://www.changchunbanzheng.tk,173.83.190.234,假证
6381,长春办证,http://www.changchunbanzheng.org,49.247.252.100,假证
6382,四级办证,http://www.cet666.com,173.224.218.115,假证
6383,巫妖王办证郑州公司,http://www.cet49.com,184.168.216.225,假证
6384,成都办证,http://www.cdbz191.com,208.43.158.240,假证
6385,成都办证,http://www.cdbz100.com,72.167.232.176,假证
6386,成都办证,http://www.cdbz001.com,72.167.232.176,假证
6387,长春办证,http://www.cccxbz1688.com,72.167.232.176,假证
6388,长春办证,http://www.ccbzw8.com,180.214.162.51,假证
6389,长春办证,http://www.ccbzkz.com,98.126.25.51,假证
6390,长沙办证,http://www.ccbza.com,72.167.232.176,假证
6391,长春办证,http://www.ccbz88.com,98.126.7.102,假证
6392,长春办证,http://www.ccbz588.com,66.212.29.194,假证
6393,深圳办证,http://www.canm88.com,184.168.200.191,假证
6394,包头办证,http://www.bzzwm8.com,174.128.250.254,假证
6395,办文凭,http://www.bzwwp.com,66.160.173.60,假证
6396,天津本地办证,http://www.bztj88.com,174.128.250.254,假证
6397,郑州办证,http://www.bzsw002.com,97.74.177.135,假证
6398,淮安办证,http://www.bzsw001.com,97.74.177.135,假证
6399,上海信诚证件商务公司,http://www.bzs886.com,97.74.177.135,假证
6400,深圳办证,http://www.bzs666.com,27.50.134.174,假证
6401,长沙办证,http://www.bzs188.com,97.74.177.135,假证
6402,支付宝办证,http://www.bzs163.com,72.18.201.7,假证
6403,济南办证,http://www.bzs138.com,97.74.177.135,假证
6404,青岛办证,http://www.bzqingdao.com,184.105.241.205,假证
6405,聚成教育网,http://www.bzkz555.com,180.178.37.146,假证
6406,西安办证,http://www.bzkz0818.com,204.74.217.216,假证
6407,重庆办证,http://www.bzkz024.com,67.228.108.208,假证
6408,湖北办证,http://www.bzjw688.com,97.74.177.135,假证
6409,青岛办证,http://www.bzjs688.com,97.74.177.135,假证
6410,兰州办证网,http://www.bzjs666.com,97.74.177.135,假证
6411,办证网,http://www.bzjn.com,68.178.232.143,假证
6412,朝阳办证,http://www.bzjcy.com,98.126.73.91,假证
6413,支付宝办证,http://www.bzj600.com,204.74.221.141,假证
6414,北京办证,http://www.bzj191.com,208.43.158.241,假证
6415,广州办证,http://www.bzhao.net,98.126.58.242,假证
6416,办证,http://www.bzh888.com,174.37.191.139,假证
6417,网上办证,http://www.bzh114.com,204.74.218.198,假证
6418,贵阳办证,http://www.bzguiyang.com,174.139.208.147,假证
6419,沈阳办证,http://www.bz-good.com,184.168.144.209,假证
6420,福州办证,http://www.bzfuzhou.net,174.139.208.147,假证
6421,全国办证,http://www.bzctv.com,116.212.117.220,假证
6422,诚信证件公司,http://www.bzcet.com,72.167.156.254,假证
6423,天津办证,http://www.bz9220.com,66.160.173.60,假证
6424,沈阳办证,http://www.bz878.com,98.126.15.218,假证
6425,广州办证,http://www.bz8686.com,58.64.153.7,假证
6426,北京办证,http://www.bz718.com,112.140.186.146,假证
6427,济南办证,http://www.bz606.com,174.139.140.154,假证
6428,临沂办证,http://www.bz406.com,173.224.222.4,假证
6429,天津办证网,http://www.bz368.org,184.105.147.8,假证
6430,秦皇岛网上办理证件,http://www.bz206.com,96.46.7.4,假证
6431,北京办证,http://www.bz1818.com,58.64.153.7,假证
6432,办证网,http://www.bz16.com,173.252.203.27,假证
6433,济南办证,http://www.bz12346.com,173.201.143.28,假证
6434,宏杰办证网,http://www.bz088.com,174.127.89.84,假证
6435,西安办证,http://www.bz078.com,98.126.15.218,假证
6436,西安办证,http://www.bz068.com,74.82.191.5,假证
6437,南京办证,http://www.bz025.com,173.192.222.67,假证
6438,沈阳办证,http://www.bz024.com,174.37.183.101,假证
6439,北京刻章办证,http://www.bz002.com,173.201.247.1,假证
6440,办证,http://www.b--z.com,174.139.235.8,假证
6441,博学教育中心,http://www.bxxljy.com,205.209.184.59,假证
6442,沈阳办证,http://www.bnzhenghao.com,49.247.252.49,假证
6443,南昌办证,http://www.bnbz5.com,216.24.197.96,假证
6444,海口办证,http://www.bnbz3.com,216.24.195.220,假证
6445,亳州办证,http://www.bnbz2.com,173.224.220.207,假证
6446,合肥办证,http://www.blzj001.com,97.74.177.135,假证
6447,北京代办证件,http://www.bjzj1688.com,72.18.192.9,假证
6448,东南亚办证公司,http://www.bjzh168.com,66.160.173.13,假证
6449,北京办证,http://www.bjjhdzj.com,98.130.116.2,假证
6450,北京办证,http://www.bjbzzxkf.com,216.24.202.195,假证
6451,办证件网,http://www.bjbzj010.com,208.77.40.106,假证
6452,中原办证公司,http://www.bjbz16888.com,58.64.168.91,假证
6453,北京办证,http://www.bjbz010.com,67.228.200.128,假证
6454,北京办证,http://www.bjbanzheng01.com,173.254.205.253,假证
6455,北京刻章办证,http://www.bj5818.com,183.90.186.201,假证
6456,神州毕业证办理有限公司,http://www.biyezhengwz.com,74.126.180.34,假证
6457,蓝博杭州办证,http://www.binfang.org,66.212.29.116,假证
6458,北方办证网,http://www.bfwp8.com,174.139.26.38,假证
6459,沈阳办证,http://www.bfjybzw.com,27.131.32.131,假证
6460,北京办证,http://www.beijingbanzheng.tk,204.152.217.69,假证
6461,北斗星证件中心,http://www.bdxzj.com,74.82.176.68,假证
6462,办毕业证,http://www.bbyz.com,173.254.208.241,假证
6463,保定办证网,http://www.baodingbzw.com,112.121.167.101,假证
6464,天津办证,http://www.banzw168.com,97.74.177.135,假证
6465,西安办证,http://www.banzhengxian.com,174.139.209.235,假证
6466,诚信办证专业平台,http://www.banzhengwang123.com,174.37.191.139,假证
6467,哈尔滨办证,http://www.banzhengren168.com,173.201.143.28,假证
6468,杭州办证,http://www.banzhenghz.com,173.224.222.4,假证
6469,北京办证,http://www.banzhengbj.com,72.41.46.245,假证
6470,办证吧,http://www.banzheng8.com,173.83.10.208,假证
6471,长沙办证,http://www.banzheng777.com,74.82.170.54,假证
6472,北京办证,http://www.banzheng7.com,123.108.110.174,假证
6473,广州办证,http://www.banzheng678.cn,74.82.171.108,假证
6474,西安办证,http://www.banzheng5858.com,66.160.173.60,假证
6475,办证大全,http://www.banzheng360.com,204.45.27.2,假证
6476,上海办证,http://www.banzheng268.com,173.224.218.55,假证
6477,沈阳办证,http://www.banzheng188.org,113.10.155.12,假证
6478,昆明办证,http://www.banzheng1568.com,67.228.200.14,假证
6479,长沙办证,http://www.banzheng0731.org,173.201.212.144,假证
6480,南京办证,http://www.banzheng0431.com,74.82.182.29,假证
6481,深圳办证,http://www.banzheng001.com,174.139.96.94,假证
6482,顺昌证件,http://www.banz666.com,72.167.232.176,假证
6483,佳诚学历服务中心,http://www.ban-wenping.com,50.23.172.240,假证
6484,卓智办证,http://www.banlzjwbj.com,184.22.79.168,假证
6485,办假毕业证,http://www.banlibiyezheng.com,173.236.213.225,假证
6486,诚信学历教育中心,http://www.banjsz.com,74.117.62.219,假证
6487,鞍山办证,http://www.asbz168.com,173.254.198.242,假证
6488,哈尔滨办证,http://www.aoaolong.com,173.83.204.229,假证
6489,长春办证,http://www.anyfirst.org,109.169.66.230,假证
6490,长春办证,http://www.anshanz.com,216.24.194.100,假证
6491,上海办证网,http://www.allbanzheng.com,173.201.58.205,假证
6492,天津办证,http://www.ajgo.cn,115.68.76.21,假证
6493,中国办证网,http://www.aish88.com,174.139.229.131,假证
6494,亿锦办证咨询在线有限公司,http://www.abc20118888.com,184.168.192.32,假证
6495,福州办证,http://www.aan99.com,112.121.172.78,假证
6496,上海办证网,http://www.99355.org.cn,204.74.218.248,假证
6497,青岛办证,http://www.91bzw.com,98.126.112.172,假证
6498,网上办证,http://www.918bz.com,173.224.218.177,假证
6499,办证新闻网,http://www.8zheng.com,74.82.164.153,假证
6500,长春办证,http://www.89bzw.com,96.46.4.140,假证
6501,西藏办证,http://www.86cdbz100.com,173.252.203.251,假证
6502,郑州办证,http://www.80bzw.com,184.105.170.88,假证
6503,合肥办证,http://www.80bz.com,216.24.195.141,假证
6504,自考证办理,http://www.7888g.com,208.77.40.106,假证
6505,远东证件办理有限公司,http://www.77vy.com,50.23.172.241,假证
6506,连云港办证,http://www.70bz.com,216.24.202.195,假证
6507,新华学历教育,http://www.6vv55.com,69.6.254.2,假证
6508,稀有的3数字域名,http://www.688.com,112.121.175.234,假证
6509,济南办证,http://www.668bzh.com,173.224.216.145,假证
6510,沈阳金利证件公司,http://www.666banzheng.com,173.236.209.208,假证
6511,苏州办证,http://www.51xxb.com,173.224.220.207,假证
6512,天津办证,http://www.51szbanzheng.com,96.46.4.26,假证
6513,上海国际证件中心,http://www.51goodbz.com,173.236.226.102,假证
6514,北京办证件,http://www.51bubugao.com,174.139.84.162,假证
6515,网上办证,http://www.51banzhengwang.com,184.82.211.170,假证
6516,莘志教育,http://www.518diploma.com,205.209.183.48,假证
6517,潍坊办证,http://www.51823.cn,204.74.217.216,假证
6518,长沙办证,http://www.50665.info,173.201.216.49,假证
6519,青岛办证,http://www.3goi.cn,74.82.183.53,假证
6520,西安办证,http://www.32hi.com,174.128.247.147,假证
6521,22诚信办证,http://www.22bz.info,173.201.216.86,假证
6522,兰州办证刻章有限公司,http://www.2011168banzheng.com,98.126.107.122,假证
6523,新华教育学历服务机构,http://www.18wenping.com,50.23.154.172,假证
6524,长春办证,http://www.188bzw.com,174.139.113.108,假证
6525,六合彩开奖结果,http://www.188200.com,174.139.80.4,假证
6526,办证件,http://www.123hao1.com,67.215.233.4,假证
6527,长沙办证,http://www.0731bz.org,111.92.230.138,假证
6528,广州办证,http://www.0573qq.com,216.24.202.76,假证
6529,济南办证,http://www.0531bzkz.com,173.254.198.238,假证
6530,阳光办证中心,http://www.0531bz.net,174.139.2.29,假证
6531,西安办证,http://www.05236.com,74.222.134.106,假证
6532,南通办证,http://www.0513bzw.com,98.126.125.42,假证
6533,苏州办证,http://www.0512bzkz.com,72.11.151.87,假证
6534,哈尔滨办证,http://www.0451-vip.com,98.126.12.189,假证
6535,代办户口,http://www.0411icp.com,180.178.44.69,假证
6536,南京办证,http://www.025njbz.com,96.46.7.6,假证
6537,重庆办证,http://www.022cate.com,173.224.216.146,假证
6538,上海办证,http://www.021zhicheng.com,97.74.215.167,假证
6539,上海徐汇办证刻章,http://www.021twbzkz.com,174.139.107.236,假证
6540,广州办证,http://www.020kuai.com,98.126.133.91,假证
6541,北京办证,http://www.010bzkz.com,220.95.238.143,假证
6542,柳州办证,http://ww.brpofa.cn,174.37.188.115,假证
6543,办理证件,http://wuyou188.com,74.82.173.10,假证
6544,郑州办证,http://wsbzkz.com,67.159.4.44,假证
6545,我要办证,http://wenping.cc,205.209.139.115,假证
6546,重庆办证,http://wdzsb.info,184.105.170.88,假证
6547,代办证件,http://uuu.888t8.net,205.209.140.110,假证
6548,合肥办证,http://tuliaozhan.info,97.74.215.222,假证
6549,长沙办证,http://troupr.com,97.74.144.93,假证
6550,特快办证件网,http://tkbzj.com,50.63.248.76,假证
6551,天津办证,http://tjyinzuan.com,216.104.40.250,假证
6552,苏州办证,http://szbz888.com,173.236.151.191,假证
6553,上海办证,http://swbz88.com,204.16.194.113,假证
6554,石家庄办证,http://sjzbzw888.com,173.252.203.247,假证
6555,石家庄办证,http://sjzbz8.com,173.252.203.246,假证
6556,长春办证,http://sjzbanzheng.info,184.105.241.213,假证
6557,新理想职业学历信息网,http://shtk168.com,66.212.29.151,假证
6558,办证书,http://shenyangbanzheng.com,50.6.71.68,假证
6559,上海东南亚证件集团,http://shbz918.com,184.168.180.1,假证
6560,民办大学服务网,http://qvbyu.com,69.163.224.209,假证
6561,QQ办证,http://qqbzj.com,184.168.187.59,假证
6562,快速网上办证,http://qq1227738406.com,72.18.195.161,假证
6563,成都办证,http://qidongschool.com,65.60.19.122,假证
6564,深圳办诚信证宏成,http://qdwp.info,50.6.189.25,假证
6565,辽宁办文凭,http://qdbz668.com,98.126.65.146,假证
6566,西安办证,http://qaz528.com,174.139.11.84,假证
6567,北京办毕,http://qai365.com,72.46.132.199,假证
6568,上海浦东办证,http://pdban.com,98.126.5.243,假证
6569,郑州办证,http://paxueli.com,173.236.224.182,假证
6570,代考,http://orgccc.com,66.79.191.66,假证
6571,大连办证,http://observerz.info,97.74.215.77,假证
6572,南京办证,http://njbz8888.com,112.140.184.245,假证
6573,南京办证公司,http://njbz668.com,123.254.104.195,假证
6574,南京办证,http://nj1314bz.com,96.44.172.28,假证
6575,南京办证,http://nanjingkezhang.com,96.44.169.21,假证
6576,郑州办证,http://myzheng168.com,98.126.69.66,假证
6577,西安办证,http://mtchj.com,202.82.175.24,假证
6578,上海办证网,http://mei400.cn,74.82.164.153,假证
6579,广州办证,http://lpbanzheng688.com,74.82.171.84,假证
6580,娄底办证,http://loudi68.info,69.162.104.20,假证
6581,西安办证,http://ljhfc.com,208.115.240.36,假证
6582,安徽办证,http://ldzsw.com,96.46.5.77,假证
6583,蓝天文凭服务,"http://lantianwp.com ",174.37.130.23,假证
6584,上海办证,http://laibz.com,174.139.106.20,假证
6585,南京办证,http://kz029.com,173.192.219.176,假证
6586,昆明办证,http://kunmin.info,69.162.102.57,假证
6587,上海办证,http://kk1828.com,112.121.178.67,假证
6588,快捷证件,http://kjbz168.com,97.74.155.227,假证
6589,成都办证,http://kbz02.com,96.46.4.141,假证
6590,济南办证,http://jnbzw.info,98.126.70.115,假证
6591,济南办证,http://jnbzgs.com,180.210.206.92,假证
6592,吉林市办证,http://jlsbanz.com,113.10.186.14,假证
6593,金华办证,http://jinhua518.info,66.96.147.114,假证
6594,甘肃金昌办证公司,http://jinchang.info,69.162.102.57,假证
6595,杭州办证,http://hzbz555.com,65.49.89.140,假证
6596,永诚代理,http://hyzj088.com,174.139.243.254,假证
6597,北京办证,http://huole888.cn,204.74.222.10,假证
6598,合肥办证,http://hfbanzheng.info,184.105.241.205,假证
6599,哈尔滨办证,http://harbinbz.com,98.126.66.156,假证
6600,广州南方科技公司,http://gzzx05.com,97.74.132.60,假证
6601,专业办证刻章机构,http://gzjiexin.com,173.201.101.233,假证
6602,广州办证,http://gz.com,204.13.66.229,假证
6603,上海办证,http://gwwp168.com,61.209.253.9,假证
6604,贵阳办证,http://guiyang8.info,69.162.102.57,假证
6605,上海办证,http://go1148.cn,204.74.218.248,假证
6606,办香港身份证,http://gjbzheng.com,98.126.11.85,假证
6607,沈阳办证,http://girl912.com,74.82.186.236,假证
6608,福州办证,http://fuzhoubanzheng1.com,173.201.119.124,假证
6609,厦门办证,http://fujianbz.com,204.74.217.216,假证
6610,广州办证,http://fc151.com,204.74.218.198,假证
6611,办四级证,http://edu46.com,205.209.164.189,假证
6612,东亚代办证件集团有限公司,http://dygroup.net,97.74.249.128,假证
6613,东南亚证件集团,http://dbwp.net,96.46.5.173,假证
6614,大连办证,http://dalianbanzhengs.com,173.83.194.101,假证
6615,郑州办证网,http://dafago.com,173.201.155.36,假证
6616,诚心证件网博客,http://cxzjw.info,173.201.221.63,假证
6617,诚信办证站,http://cxbzz.com,184.168.187.59,假证
6618,湖南省诚信办证中心,http://cxbz998.com,72.18.195.164,假证
6619,沈阳办证,http://cszj1688.com,72.18.192.9,假证
6620,长沙办证,http://csbz189.com,58.64.232.12,假证
6621,重庆办证,http://cqcxzj.com,72.167.232.176,假证
6622,东南亚证件集团(杭州)有限公司,http://cnnb9.com,61.209.253.9,假证
6623,深圳办证,http://chxbzh.com,98.126.40.170,假证
6624,诚信办证,http://chx198.com,67.215.252.232,假证
6625,上海办证,http://chinatvet.com,67.212.166.146,假证
6626,办证件,http://cdfdsfdss.net,96.44.179.26,假证
6627,成都办证件,http://cdbzj2011.com,72.167.232.176,假证
6628,成都办证,http://cdbanzheng1688.com,204.13.66.229,假证
6629,北京办证网,http://ccropp.net,123.254.104.195,假证
6630,潍坊办证,http://bzweifang.com,184.105.241.213,假证
6631,上海办毕业证,http://bzs886.com,97.74.177.135,假证
6632,南京办证,http://bzkzba.com,208.115.196.90,假证
6633,上海办证刻章网,http://bzkz999.com,97.74.177.135,假证
6634,西安办证,http://bzkz0818.com,204.74.217.216,假证
6635,网上办证,http://bzkz.org,96.0.180.65,假证
6636,大连办证,http://bzkkk.com,112.126.16.8,假证
6637,诚信办证刻章,http://bzh888.com,174.37.191.139,假证
6638,长春办证,http://bzbz66.com,174.128.250.254,假证
6639,天津办证,http://bz9220.com,66.160.173.60,假证
6640,上海办证,http://bz6899.com,174.128.250.254,假证
6641,诚信办证,http://bz58008.com,72.18.195.161,假证
6642,北京办证,http://bz1818.com,58.64.153.7,假证
6643,上海办证,http://bz168.cc,74.82.170.123,假证
6644,宏杰办证网,http://bz088.com,174.127.89.85,假证
6645,上海办证,http://bz008.com,174.139.83.114,假证
6646,上海办证,http://bsybz.com,74.82.171.84,假证
6647,东方办证总公司,http://blog.517banzheng.com,115.196.184.89,假证
6648,北京办证,http://bjxxbz.com,67.159.30.43,假证
6649,北京办证公司,http://bj.tjbanzheng168.com,184.168.162.98,假证
6650,沈阳办证,http://biyezhengshop.com,173.224.213.9,假证
6651,广州办证,http://biyezhengblog.info,112.121.186.243,假证
6652,东南亚办证总公司,http://bbz999.com,173.201.207.231,假证
6653,广西办证,http://bbs.gn160.com,68.178.232.100,假证
6654,专业办证,http://banzhengwang123.com,174.37.191.139,假证
6655,兰州办证,http://banzheng931.com,174.139.68.28,假证
6656,昆明办证,http://banzheng9.com,50.6.234.214,假证
6657,北京刻章办证,http://banzheng666.info,97.74.215.94,假证
6658,西安办证,http://banzheng664.com,174.37.186.168,假证
6659,北京办证,http://banzheng010.com,112.124.153.89,假证
6660,办证吧,http://banzheng.us,173.83.10.229,假证
6661,西安办证,http://banzheng.org,50.6.165.207,假证
6662,北京办证,http://ban-zheng.com,82.98.86.164,假证
6663,陆丰办证,http://banzheng.com,208.77.40.106,假证
6664,全国诚信办证,http://baizheng555.com,50.93.193.99,假证
6665,重庆办证,http://aminglu.com,218.213.91.36,假证
6666,无限教育机构,http://ad.taoxue100.com,98.126.70.194,假证
6667,哈尔滨办证,http://96.0.158.66,96.0.158.66,假证
6668,长春办证,http://89bzw.com,96.46.4.140,假证
6669,辽宁网上办证公司,http://59banzheng.com,74.82.182.10,假证
6670,苏州办证,http://51xxb.com,173.224.220.207,假证
6671,天津办证,http://51tjbz.info,67.228.200.14,假证
6672,搜了网,http://51sole.com,70.38.49.29,假证
6673,上海办大学毕业证,http://51bzl.com,61.209.253.9,假证
6674,厦门办证,http://50.6.196.101,50.6.196.101,假证
6675,长春办证,http://188bzw.com,174.139.113.109,假证
6676,鑫程诚信办证,http://173.83.51.28,173.83.51.28,假证
6677,哈尔滨办证,http://168tiantian.com,208.113.134.136,假证
6678,深圳创汇财税代理有限公司,http://16274.com,65.19.184.78,假证
6679,长沙办证,http://0731bz.org,111.92.230.138,假证
6680,杭州办证,http://0571bzw.com,184.105.242.138,假证
6681,济南办证,http://0531bzkz.com,173.254.198.238,假证
6682,苏州办证,http://0512bzkz.com,72.11.151.87,假证
6683,武汉办证,http://027banzheng.info,173.83.156.111,假证
6684,沈阳办证,http://024bzgs.com,174.139.255.107,假证
6685,北京办证网,http://010bzkz.com,220.95.238.143,假证
6686,大连办证,http://001bz.com,174.139.96.94,假证
6687,郑州办证公司,http://zzbzgs.com,97.74.220.119,假证
6688,郑州办证公司,http://mmoin.org,50.6.101.105,假证
6689,北京办证,http://zyzj668.com,122.147.108.34,假证
6690,东莞办证,http://zybz999.com,72.167.232.176,假证
6691,办假身份证,http://zxbanzheng168.com,74.82.167.88,假证
6692,办文凭,http://zhuanyebanzh.com,50.6.240.143,假证
6693,郑州办证,http://zhengzhuobanzheng1.com,98.126.12.189,假证
6694,郑州办证,http://zhengzhoubanzheng.org,184.168.144.28,假证
6695,郑州办证网,http://zhengzhou-banzheng.com,74.82.166.231,假证
6696,郑州办证,http://zhengzhou.hfbanzheng.com,74.82.183.90,假证
6697,诚信办证网,http://zheng999.com,66.79.180.31,假证
6698,招财办证,http://zhaocai518.com,174.139.83.114,假证
6699,北京办证,http://zgjl88.com,208.43.162.220,假证
6700,万国商业网,http://zeng8778939.cn.busytrade.com,58.64.136.44,假证
6701,金源淄博办证,http://zbbz.org,70.39.99.6,假证
6702,北京办证,http://youtuba.com.cn,173.83.2.69,假证
6703,上海办证,http://yingzibz.com,174.139.243.180,假证
